path,workspace,filename,file_type,size_bytes,rows,columns,column_names,has_original_timestamp,timestamp_parse_status,timestamp_start,timestamp_end,timestamp_interval_distribution,duplicate_timestamps,missing_timestamps,per_column_missing_ratio,suspected_normalized,contains_original_power_units,contains_missing_mask,contains_isolation_forest,is_sliding_window_array,maps_to_original_timestamps,source_references,in_git_master,lineage_level,notes
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\actuals_Sanyo_H24.npy,PVforecast16,actuals_Sanyo_H24.npy,npy,345824,3601,"{""actuals_Sanyo_H24"": [3601, 24]}","[""actuals_Sanyo_H24""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""actuals_Sanyo_H24"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\actuals_Sanyo_H48.npy,PVforecast16,actuals_Sanyo_H48.npy,npy,690560,3596,"{""actuals_Sanyo_H48"": [3596, 48]}","[""actuals_Sanyo_H48""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""actuals_Sanyo_H48"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\actuals_Sanyo_H72.npy,PVforecast16,actuals_Sanyo_H72.npy,npy,1034336,3591,"{""actuals_Sanyo_H72"": [3591, 72]}","[""actuals_Sanyo_H72""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""actuals_Sanyo_H72"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\actuals_Sanyo_H96.npy,PVforecast16,actuals_Sanyo_H96.npy,npy,1377152,3586,"{""actuals_Sanyo_H96"": [3586, 96]}","[""actuals_Sanyo_H96""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""actuals_Sanyo_H96"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\feature_scaler_Hanwha.pkl,PVforecast16,feature_scaler_Hanwha.pkl,pkl,959,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Pickle was not deserialized during the read-only security-conscious audit.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\feature_scaler_Qcells.pkl,PVforecast16,feature_scaler_Qcells.pkl,pkl,959,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Pickle was not deserialized during the read-only security-conscious audit.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\feature_scaler_Sanyo.pkl,PVforecast16,feature_scaler_Sanyo.pkl,pkl,959,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Pickle was not deserialized during the read-only security-conscious audit.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Hanwha_H12.npy,PVforecast16,gate_history_Hanwha_H12.npy,npy,1699,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Hanwha_H120.npy,PVforecast16,gate_history_Hanwha_H120.npy,npy,2419,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Hanwha_H144.npy,PVforecast16,gate_history_Hanwha_H144.npy,npy,1267,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Hanwha_H24.npy,PVforecast16,gate_history_Hanwha_H24.npy,npy,2815,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Hanwha_H48.npy,PVforecast16,gate_history_Hanwha_H48.npy,npy,1339,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Hanwha_H72.npy,PVforecast16,gate_history_Hanwha_H72.npy,npy,1267,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Hanwha_H96.npy,PVforecast16,gate_history_Hanwha_H96.npy,npy,1483,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Qcells_H12.npy,PVforecast16,gate_history_Qcells_H12.npy,npy,1951,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Qcells_H120.npy,PVforecast16,gate_history_Qcells_H120.npy,npy,1339,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Qcells_H144.npy,PVforecast16,gate_history_Qcells_H144.npy,npy,1339,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Qcells_H24.npy,PVforecast16,gate_history_Qcells_H24.npy,npy,1447,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Qcells_H48.npy,PVforecast16,gate_history_Qcells_H48.npy,npy,1375,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Qcells_H72.npy,PVforecast16,gate_history_Qcells_H72.npy,npy,1231,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Qcells_H96.npy,PVforecast16,gate_history_Qcells_H96.npy,npy,1159,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Sanyo_H12.npy,PVforecast16,gate_history_Sanyo_H12.npy,npy,1663,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Sanyo_H120.npy,PVforecast16,gate_history_Sanyo_H120.npy,npy,1879,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Sanyo_H144.npy,PVforecast16,gate_history_Sanyo_H144.npy,npy,1879,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Sanyo_H24.npy,PVforecast16,gate_history_Sanyo_H24.npy,npy,1375,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Sanyo_H48.npy,PVforecast16,gate_history_Sanyo_H48.npy,npy,1555,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Sanyo_H72.npy,PVforecast16,gate_history_Sanyo_H72.npy,npy,1231,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gate_history_Sanyo_H96.npy,PVforecast16,gate_history_Sanyo_H96.npy,npy,1627,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],NO,UNKNOWN,Inspection failed: ValueError: Array can't be memory-mapped: Python objects in dtype.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\gfnode_benchmark_results.csv,PVforecast16,gfnode_benchmark_results.csv,csv,2551,21,11,"[""Dataset"", ""Horizon"", ""Hours"", ""LR"", ""R2"", ""RMSE"", ""MAE"", ""MAPE"", ""val_loss"", ""train_time"", ""n_params""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""Dataset"": 0.0, ""Horizon"": 0.0, ""Hours"": 0.0, ""LR"": 0.0, ""MAE"": 0.0, ""MAPE"": 0.0, ""R2"": 0.0, ""RMSE"": 0.0, ""n_params"": 0.0, ""train_time"": 0.0, ""val_loss"": 0.0}",NO,NO,NO,NO,YES,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\gfnode_solo_benchmark.py""]",NO,WINDOWED,Window/prediction-oriented fields detected from content.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\preds_Hanwha_H12.npy,PVforecast16,preds_Hanwha_H12.npy,npy,171392,3568,"{""preds_Hanwha_H12"": [3568, 12]}","[""preds_Hanwha_H12""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""preds_Hanwha_H12"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\preds_Hanwha_H120.npy,PVforecast16,preds_Hanwha_H120.npy,npy,1702208,3546,"{""preds_Hanwha_H120"": [3546, 120]}","[""preds_Hanwha_H120""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""preds_Hanwha_H120"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\preds_Hanwha_H144.npy,PVforecast16,preds_Hanwha_H144.npy,npy,2039744,3541,"{""preds_Hanwha_H144"": [3541, 144]}","[""preds_Hanwha_H144""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""preds_Hanwha_H144"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\preds_Hanwha_H24.npy,PVforecast16,preds_Hanwha_H24.npy,npy,342368,3565,"{""preds_Hanwha_H24"": [3565, 24]}","[""preds_Hanwha_H24""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""preds_Hanwha_H24"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\preds_Hanwha_H48.npy,PVforecast16,preds_Hanwha_H48.npy,npy,683840,3561,"{""preds_Hanwha_H48"": [3561, 48]}","[""preds_Hanwha_H48""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""preds_Hanwha_H48"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\preds_Hanwha_H72.npy,PVforecast16,preds_Hanwha_H72.npy,npy,1024256,3556,"{""preds_Hanwha_H72"": [3556, 72]}","[""preds_Hanwha_H72""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""preds_Hanwha_H72"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\preds_Hanwha_H96.npy,PVforecast16,preds_Hanwha_H96.npy,npy,1363712,3551,"{""preds_Hanwha_H96"": [3551, 96]}","[""preds_Hanwha_H96""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""preds_Hanwha_H96"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\preds_Qcells_H12.npy,PVforecast16,preds_Qcells_H12.npy,npy,174896,3641,"{""preds_Qcells_H12"": [3641, 12]}","[""preds_Qcells_H12""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""preds_Qcells_H12"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\preds_Qcells_H120.npy,PVforecast16,preds_Qcells_H120.npy,npy,1737728,3620,"{""preds_Qcells_H120"": [3620, 120]}","[""preds_Qcells_H120""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""preds_Qcells_H120"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\preds_Qcells_H144.npy,PVforecast16,preds_Qcells_H144.npy,npy,2082368,3615,"{""preds_Qcells_H144"": [3615, 144]}","[""preds_Qcells_H144""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""preds_Qcells_H144"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\preds_Qcells_H24.npy,PVforecast16,preds_Qcells_H24.npy,npy,349472,3639,"{""preds_Qcells_H24"": [3639, 24]}","[""preds_Qcells_H24""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""preds_Qcells_H24"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\preds_Qcells_H48.npy,PVforecast16,preds_Qcells_H48.npy,npy,697856,3634,"{""preds_Qcells_H48"": [3634, 48]}","[""preds_Qcells_H48""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""preds_Qcells_H48"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\preds_Qcells_H72.npy,PVforecast16,preds_Qcells_H72.npy,npy,1045280,3629,"{""preds_Qcells_H72"": [3629, 72]}","[""preds_Qcells_H72""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""preds_Qcells_H72"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\preds_Qcells_H96.npy,PVforecast16,preds_Qcells_H96.npy,npy,1392128,3625,"{""preds_Qcells_H96"": [3625, 96]}","[""preds_Qcells_H96""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""preds_Qcells_H96"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\preds_Sanyo_H12.npy,PVforecast16,preds_Sanyo_H12.npy,npy,173072,3603,"{""preds_Sanyo_H12"": [3603, 12]}","[""preds_Sanyo_H12""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""preds_Sanyo_H12"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\gfnode_benchmark_20260319_110739\preds_Sanyo_H120.npy,PVforecast16,preds_Sanyo_H120.npy,npy,1719008,3581,"{""preds_Sanyo_H120"": [3581, 120]}","[""preds_Sanyo_H120""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""preds_Sanyo_H120"": 0.0}",UNKNOWN,UNKNOWN,NO,NO,NO,UNKNOWN,[],NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
